iter	Passed	Remaining
539	39324	33498
540	39408	33435
541	39477	33358
542	39570	33303
543	39645	33231
544	39722	33162
545	39795	33089
546	39867	33016
547	39936	32940
548	40015	32872
549	40094	32804
550	40180	32742
551	40251	32668
552	40349	32615
553	40421	32541
554	40500	32473
555	40585	32410
556	40659	32337
557	40742	32272
558	40808	32194
559	40880	32120
560	40953	32047
561	41031	31978
562	41107	31907
563	41198	31848
564	41274	31777
565	41355	31710
566	41431	31639
567	41508	31570
568	41591	31504
569	41670	31435
570	41767	31380
571	41852	31315
572	41933	31248
573	42008	31177
574	42085	31106
575	42157	31032
576	42228	30958
577	42306	30888
578	42381	30815
579	42447	30738
580	42531	30672
581	42605	30599
582	42680	30528
583	42759	30458
584	42841	30392
585	42914	30318
586	42993	30249
587	43077	30183
588	43144	30106
589	43209	30026
590	43274	29948
591	43344	29872
592	43412	29795
593	43490	29725
594	43553	29645
595	43627	29572
596	43695	29496
597	43770	29424
598	43833	29344
599	43898	29265
600	43979	29197
601	44046	29120
602	44126	29052
603	44201	28979
604	44268	28902
605	44346	28832
606	44436	28770
607	44506	28694
608	44582	28623
609	44665	28556
610	44742	28486
611	44813	28411
612	44887	28338
613	44962	28266
614	45045	28199
615	45121	28127
616	45198	28056
617	45268	27981
618	45356	27917
619	45432	27845
620	45509	27774
621	45597	27710
622	45665	27633
623	45736	27559
624	45813	27488
625	45898	27421
626	45980	27353
627	46056	27281
628	46135	27211
629	46197	27132
630	46270	27058
631	46349	26988
632	46436	26922
633	46512	26850
634	46585	26777
635	46671	26711
636	46742	26636
637	46816	26563
638	46889	26489
639	46972	26422
640	47055	26354
641	47137	26285
642	47218	26216
643	47301	26148
644	47375	26075
645	47456	26005
646	47533	25933
647	47615	25865
648	47683	25788
649	47756	25715
650	47826	25639
651	47920	25577
652	47986	25499
653	48059	25426
654	48135	25353
655	48212	25282
656	48296	25214
657	48375	25143
658	48464	25078
659	48543	25007
660	48623	24937
661	48702	24866
662	48775	24792
663	48857	24722
664	48927	24647
665	49002	24574
666	49087	24507
667	49167	24436
668	49239	24362
669	49310	24287
670	49388	24215
671	49479	24150
672	49558	24079
673	49630	24005
674	49708	23933
675	49794	23865
676	49873	23794
677	49950	23722
678	50033	23653
679	50103	23577
680	50184	23507
681	50274	23441
682	50353	23370
683	50434	23300
684	50504	23224
685	50584	23153
686	50659	23080
687	50736	23008
688	50810	22934
689	50886	22861
690	50967	22791
691	51040	22717
692	51115	22644
693	51193	22572
694	51261	22496
695	51338	22423
696	51423	22354
697	51496	22280
698	51576	22209
699	51649	22135
700	51729	22064
701	51816	21996
702	51890	21922
703	51991	21860
704	52063	21785
705	52141	21713
706	52221	21642
707	52304	21571
708	52386	21501
709	52461	21428
710	52560	21364
711	52650	21296
712	52713	21218
713	52789	21145
714	52865	21072
715	52941	20999
716	53027	20929
717	53108	20858
718	53196	20790
719	53289	20723
720	53383	20657
721	53475	20590
722	53705	20576
723	53979	20577
724	54325	20606
725	54443	20547
726	54579	20495
727	54692	20434
728	54800	20371
729	54893	20302
730	54974	20230
731	55073	20163
732	55206	20109
733	55320	20047
734	55449	19992
735	55553	19926
736	55659	19862
737	55758	19795
738	55863	19729
739	55952	19658
740	56035	19586
741	56112	19510
742	56190	19435
743	56268	19361
744	56420	19311
745	56558	19257
746	56663	19191
747	56756	19121
748	56869	19057
749	56973	18991
750	57056	18917
751	57160	18850
752	57263	18783
753	57398	18726
754	57554	18676
755	57626	18599
756	57706	18524
757	57780	18447
758	57854	18370
759	57957	18302
760	58030	18225
761	58124	18154
762	58230	18087
763	58351	18024
764	58453	17956
765	58545	17884
766	58634	17811
767	58717	17737
768	58843	17676
769	59053	17639
770	59176	17576
771	59265	17503
772	59342	17426
773	59441	17356
774	59642	17315
775	59947	17304
776	60247	17291
777	60573	17284
778	60816	17253
779	61106	17235
780	61215	17165
781	61292	17086
782	61364	17006
783	61451	16930
784	61537	16854
785	61626	16778
786	61732	16707
787	61841	16637
788	61933	16562
789	62035	16490
790	62158	16423
791	62248	16348
792	62352	16276
793	62458	16204
794	62563	16132
795	62702	16069
796	62827	16002
797	62935	15931
798	63061	15863
799	63260	15815
800	63464	15767
801	63717	15730
802	63931	15684
803	64146	15637
804	64281	15571
805	64561	15539
806	64777	15492
807	65055	15458
808	65238	15402
809	65426	15346
810	65570	15281
811	65746	15222
812	65897	15157
813	66070	15097
814	66238	15035
815	66422	14977
816	66569	14911
817	66716	14844
818	66892	14783
819	67042	14716
820	67175	14646
821	67318	14577
822	67558	14529
823	67711	14462
824	67867	14396
825	68018	14328
826	68297	14287
827	68579	14245
828	68906	14213
829	69153	14164
830	69327	14099
831	69495	14032
832	69668	13967
833	69828	13898
834	69985	13829
835	70121	13755
836	70241	13679
837	70386	13606
838	70525	13533
839	70681	13463
840	70834	13391
841	70981	13319
842	71117	13244
843	71257	13170
844	71396	13096
845	71521	13019
846	71677	12947
847	71830	12875
848	71962	12798
849	72094	12722
850	72261	12652
851	72485	12591
852	72612	12513
853	72723	12432
854	72810	12347
855	72887	12261
856	72972	12176
857	73050	12089
858	73138	12005
859	73221	11919
860	73305	11834
861	73464	11761
862	73705	11700
863	73868	11627
864	74029	11553
865	74157	11474
866	74281	11395
867	74408	11315
868	74527	11234
869	74686	11160
870	74825	11082
871	74953	11002
872	75087	10923
873	75208	10842
874	75337	10762
875	75480	10684
876	75624	10606
877	75764	10527
878	75920	10450
879	76092	10376
880	76271	10302
881	76416	10223
882	76590	10148
883	76761	10072
884	76932	9996
885	77094	9919
886	77377	9857
887	77592	9786
888	77770	9710
889	77944	9633
890	78116	9556
891	78456	9499
892	78785	9440
893	79046	9372
894	79307	9304
895	79638	9243
896	79880	9172
897	80100	9098
898	80338	9025
899	80631	8959
900	80966	8896
901	81234	8825
902	81458	8750
903	81687	8674
904	81950	8602
905	82099	8518
906	82276	8436
907	82486	8357
908	82680	8277
909	82910	8199
910	83086	8117
911	83311	8038
912	83534	7960
913	83810	7885
914	84029	7805
915	84295	7730
916	84532	7651
917	84747	7570
918	84924	7485
919	85092	7399
920	85250	7312
921	85449	7228
922	85620	7142
923	85809	7057
924	85961	6969
925	86094	6880
926	86308	6796
927	86602	6719
928	86806	6634
929	86980	6546
930	87158	6459
931	87373	6374
932	87578	6289
933	87796	6204
934	88082	6123
935	88283	6036
936	88498	5950
937	88727	5864
938	88898	5775
939	89185	5692
940	89402	5605
941	89707	5523
942	89905	5434
943	90081	5343
944	90307	5255
945	90537	5168
946	90735	5078
947	90910	4986
948	91091	4895
949	91326	4806
950	91503	4714
951	91686	4622
952	91881	4531
953	92054	4438
954	92206	4344
955	92393	4252
956	92576	4159
957	92791	4068
958	92958	3974
959	93156	3881
960	93337	3787
961	93496	3693
962	93635	3597
963	93713	3499
964	93794	3401
965	93878	3304
966	93959	3206
967	94033	3108
968	94113	3010
969	94189	2913
970	94262	2815
971	94346	2717
972	94428	2620
973	94509	2522
974	94591	2425
975	94669	2327
976	94752	2230
977	95482	2147
978	95788	2054
979	95950	1958
980	96056	1860
981	96212	1763
982	96385	1666
983	96518	1569
984	96689	1472
985	96830	1374
986	96958	1277
987	97158	1180
988	97458	1083
989	97682	986
990	97972	889
991	98169	791
992	98414	693
993	98611	595
994	98884	496
995	99164	398
996	99645	299
997	100173	200
998	100642	100
999	101373	0
